frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
35,0.0474,1.5682,0.8605,0.0027,0.8576,0.8484,0.0071,0.0011,0.2221,0.6913,0.0252,0.0165,0.0154,0.1341,0.0052,0.0695,0.0039,0.0047,0.0752,0.0585,0.0091,0.0408,0.3781,0.0028,0.0082,0.0167,0.3139,0.185,0.3266,2.6242,3,411550944,2147197088,2,0,116476604,36,30,1,1,0,0,0,0
36,0.0431,1.4997,0.7667,0.0025,0.764,0.7576,0.0048,0.001,0.2935,0.7099,0.0126,0.0057,0.0067,0.1037,0.0081,0.0706,0.0052,0.0037,0.0669,0.0618,0.0023,0.0608,0.3638,0.0035,0.0099,0.0172,0.2678,0.3481,0.711,3.3501,4,411550944,2147194976,0,0,116476604,37,31,1,1,0,0,0,0
37,0.0501,1.8405,0.9534,0.0026,0.9504,0.9429,0.0055,0.0008,0.2652,0.8627,0.0117,0.0066,0.0112,0.119,0.0073,0.0635,0.0068,0.0055,0.0905,0.0726,0.0043,0.1866,0.5322,0.0056,0.0135,0.0247,0.3344,0.2893,1.4108,4.3873,5,411550944,2147206944,1,0,116476604,38,32,1,1,0,0,0,0
38,0.053,1.7285,0.9071,0.0032,0.9037,0.895,0.0062,0.0013,0.2883,0.794,0.0098,0.0043,0.0081,0.136,0.01,0.0589,0.0067,0.0055,0.0854,0.0933,0.005,0.0685,0.4421,0.0062,0.0165,0.0204,0.3508,0.5411,3.0047,6.0402,6,411550944,2147197792,2,0,116476604,39,33,1,1,0,0,0,0
39,0.0415,1.2462,0.6222,0.0027,0.619,0.6118,0.0056,0.0007,0.1718,0.596,0.0082,0.0109,0.0087,0.1282,0.0077,0.0701,0.0066,0.005,0.0722,0.0482,0.0031,0.0448,0.3635,0.0038,0.0155,0.0243,0.2953,0.3122,0.4077,2.5157,7,411550944,2147210464,0,0,116476604,40,34,1,1,0,0,0,0
40,0.0422,1.1358,0.606,0.0027,0.6031,0.5965,0.005,0.0009,0.1912,0.5028,0.0088,0.0044,0.0057,0.0632,0.0038,0.0327,0.0042,0.0059,0.0588,0.0622,0.0032,0.0499,0.2668,0.0042,0.0152,0.027,0.2645,0.1576,0.1884,1.9524,0,411550944,2147199200,1,0,116476604,41,35,1,1,0,0,0,0
41,0.04,1.2233,0.6747,0.0025,0.672,0.6633,0.0065,0.0011,0.1876,0.5144,0.0086,0.0047,0.0062,0.0899,0.0039,0.0419,0.0044,0.0032,0.0563,0.0514,0.0022,0.0447,0.2842,0.0037,0.0212,0.0333,0.2405,0.1643,0.2601,2.1056,1,411550944,2147202016,2,0,116476604,42,36,1,1,0,0,0,0
42,0.0407,2.0493,1.058,0.0025,1.0553,1.044,0.0091,0.001,0.3956,0.9669,0.0103,0.0066,0.0125,0.1763,0.0154,0.071,0.0083,0.0087,0.091,0.0816,0.0036,0.0734,0.4933,0.0042,0.0133,0.021,0.5645,0.9169,0.9938,5.2665,2,411550944,2147202720,0,0,116476604,43,37,1,1,0,0,0,0
43,0.0569,1.6696,0.7929,0.0028,0.7898,0.7772,0.01,0.0013,0.2598,0.8577,0.0108,0.0065,0.0133,0.1986,0.0147,0.077,0.0065,0.0046,0.0895,0.06,0.0041,0.099,0.5241,0.0066,0.0098,0.0193,0.3732,0.2177,0.3611,2.893,3,411550944,2147197088,1,0,116476604,44,38,1,1,0,0,0,0
44,0.0409,1.7219,0.9985,0.0022,0.9961,0.9797,0.0129,0.0018,0.3169,0.695,0.0114,0.0067,0.0145,0.1143,0.0065,0.0469,0.0045,0.0072,0.0528,0.0577,0.0023,0.0438,0.3155,0.003,0.0164,0.0168,0.2951,0.2772,0.2158,2.7223,4,411550944,2147194976,2,0,116476604,45,39,1,1,0,0,0,0
45,0.045,1.5647,0.8195,0.0021,0.8171,0.8097,0.0054,0.001,0.2626,0.7288,0.011,0.0066,0.01,0.1176,0.0072,0.0601,0.007,0.0098,0.0903,0.0884,0.0032,0.0463,0.4027,0.0025,0.0099,0.016,0.2947,0.2567,0.3129,2.6923,5,411550944,2147206944,0,0,116476604,46,40,1,1,0,0,0,0
46,0.0475,1.5517,0.7546,0.0031,0.7513,0.7434,0.0061,0.0012,0.2956,0.7753,0.0126,0.0074,0.0108,0.1331,0.0078,0.0654,0.0063,0.0061,0.0991,0.0575,0.0039,0.0595,0.4146,0.0036,0.015,0.0185,0.3321,0.2818,0.4494,2.9387,6,411550944,2147197792,1,0,116476604,47,41,1,1,0,0,0,0
47,0.0523,1.6264,0.8115,0.0036,0.8076,0.7994,0.0061,0.0015,0.2127,0.7933,0.0104,0.0056,0.0087,0.1395,0.0174,0.114,0.0067,0.0063,0.1284,0.0608,0.0048,0.0646,0.5073,0.004,0.0133,0.0235,0.4699,0.2854,2.5478,5.4449,7,411550944,2147210464,2,0,116476604,48,42,1,1,0,0,0,0
48,0.0457,1.313,0.6872,0.0027,0.6842,0.6733,0.009,0.0009,0.1915,0.5941,0.0072,0.0054,0.0071,0.0699,0.0044,0.0323,0.0048,0.0143,0.0819,0.0737,0.0024,0.0861,0.3439,0.0076,0.0144,0.019,0.44,0.3087,1.2538,3.6861,0,411550944,2147199200,0,0,116476604,49,43,1,1,0,0,0,0
49,0.0409,2.3953,0.7837,0.0031,0.7804,0.7677,0.01,0.0013,0.2718,1.5151,0.0109,0.0063,0.0134,0.2029,0.0104,0.17,0.0079,0.0048,0.1174,0.09,0.0224,0.5493,1.1296,0.0242,0.0606,0.0815,2.0022,0.9637,1.1594,7.5279,1,411550944,2147202016,1,0,116476604,50,44,1,1,0,0,0,0
50,0.042,1.1406,0.6387,0.0024,0.6361,0.6297,0.0047,0.0008,0.1888,0.4839,0.0074,0.0047,0.0061,0.0638,0.0039,0.0296,0.0048,0.0033,0.0607,0.0451,0.0041,0.0537,0.2529,0.0038,0.0064,0.0275,0.3816,0.2301,0.186,2.1387,2,411550944,2147202720,2,0,116476604,51,45,1,1,0,0,0,0
51,0.043,1.5687,0.6899,0.0028,0.6869,0.6773,0.0072,0.0012,0.3083,0.8565,0.0114,0.0069,0.0107,0.1286,0.0083,0.0677,0.0069,0.0096,0.1001,0.1073,0.005,0.0719,0.4756,0.0061,0.0135,0.0215,0.3694,0.1824,0.2623,2.633,3,411550944,2147197088,0,0,116476604,52,46,1,1,0,0,0,0
