frame,map_gpu_ms,chart_gpu_ms,gauge_gpu_ms,lean_gpu_ms,final_gpu_ms
1582,0.0004,0.0004,0.0004,0.035,5.2352
1583,0.0006,0.00044,0.00052,0.035,5.46721
1584,0.00088,0.00064,0.00084,0.035,5.65987
1585,0.00056,0.00048,0.00048,0.035,5.07332
1586,0.00044,0.00032,0.00044,0.035,5.39828
1587,0.00028,0.00028,0.00028,0.035,5.95577
1588,0.00036,0.00032,0.00036,0.035,6.17768
1589,0.00052,0.00044,0.00052,0.035,5.20432
1590,0.00032,0.00032,0.00032,0.035,4.399
1591,0.00044,0.00044,0.00044,0.035,5.08856
1592,0.00056,0.00056,0.00052,0.035,5.85193
1593,0.00044,0.00044,0.00052,0.035,5.43216
1594,0.00076,0.0008,0.00092,0.035,6.41047
1595,0.00044,0.0004,0.00048,0.035,5.83565
1596,0.00036,0.00032,0.00036,0.035,4.16564
1597,0.00024,0.0002,0.00024,0.035,3.96184
1598,0.00076,0.00068,0.00076,0.035,6.08794
1599,0.00028,0.00028,0.00032,0.035,6.49016
1600,0.00032,0.00032,0.0004,0.035,9.52406
1601,0.0008,0.00068,0.00076,0.035,6.17397
1602,0.00044,0.0004,0.00048,0.035,3.6938
1603,0.00036,0.00032,0.00032,0.035,5.87782
1604,0.00048,0.00044,0.00068,0.035,5.41578
1605,0.00048,0.0004,0.00036,0.035,4.40048
1606,0.00028,0.00028,0.0004,0.035,6.47088
1607,0.00064,0.00056,0.00052,0.035,5.6187
1608,0.00048,0.00044,0.00044,0.035,5.73041
1609,0.00048,0.00048,0.00052,0.035,5.16738
1610,0.00052,0.00044,0.00048,0.035,5.36002
1611,0.0004,0.00032,0.00036,0.035,4.24896
1612,0.00048,0.00048,0.00044,0.035,5.29709
1613,0.00048,0.00056,0.00052,0.035,5.49821
1614,0.00056,0.00048,0.00052,0.035,5.6285
1615,0.00036,0.00036,0.00044,0.035,4.02944
1616,0.0004,0.00036,0.00036,0.035,4.68072
1617,0.00165,0.00135,0.00195,0.035,7.91982
1618,0.0004,0.0004,0.00044,0.035,5.08792
1619,0.00076,0.00064,0.00072,0.035,5.44097
1620,0.0006,0.00067,0.00074,0.035,5.66229
1621,0.00048,0.00044,0.00052,0.035,5.56481
1622,0.001,0.00064,0.0008,0.035,5.83258
1623,0.00052,0.00064,0.00048,0.035,5.37277
1624,0.00044,0.00048,0.00048,0.035,4.80681
1625,0.00044,0.00032,0.00036,0.035,4.41424
1626,0.00048,0.00048,0.00052,0.035,5.30574
1627,0.00044,0.0004,0.00044,0.035,3.9806
1628,0.00048,0.00048,0.00048,0.035,5.22008
1629,0.00024,0.00024,0.00028,0.035,3.77068
1630,0.00032,0.00032,0.00032,0.035,4.49808
1631,0.00032,0.00028,0.00036,0.035,4.51368
1632,0.00036,0.00036,0.00036,0.035,4.18276
1633,0.00032,0.00028,0.00032,0.035,4.05128
1634,0.00036,0.00032,0.00036,0.035,3.82476
1635,0.00028,0.00028,0.00024,0.035,4.09412
1636,0.00036,0.00032,0.00028,0.035,4.02976
1637,0.00044,0.00044,0.00044,0.035,4.09584
1638,0.00036,0.00028,0.00036,0.035,4.08236
1639,0.00088,0.00064,0.00096,0.035,6.0714
1640,0.00032,0.00028,0.00032,0.035,5.17201
1641,0.0006,0.00044,0.00044,0.035,4.36872
1642,0.0004,0.00044,0.00044,0.035,4.29808
1643,0.00052,0.00048,0.00052,0.035,4.20348
1644,0.0004,0.00044,0.00052,0.035,4.18736
1645,0.00036,0.00032,0.00036,0.035,4.73064
1646,0.00032,0.00036,0.00032,0.035,4.17656
1647,0.00175,0.0016,0.00165,0.035,7.11333
1648,0.00032,0.00028,0.00032,0.035,4.04632
1649,0.0004,0.00032,0.00032,0.035,3.75924
1650,0.0004,0.0004,0.00044,0.035,4.02404
1651,0.00036,0.00036,0.00036,0.035,4.34608
1652,0.00036,0.00032,0.00036,0.035,4.48584
1653,0.00032,0.00032,0.00032,0.035,3.9076
1654,0.00048,0.00032,0.00044,0.035,4.19988
1655,0.00036,0.00036,0.00048,0.035,5.55946
1656,0.00024,0.00028,0.00028,0.035,4.25964
1657,0.00024,0.00024,0.00024,0.035,3.69272
1658,0.00024,0.00024,0.00024,0.035,3.7098
1659,0.00032,0.00028,0.00028,0.035,3.93708
1660,0.00024,0.00028,0.00024,0.035,3.93396
1661,0.00028,0.00028,0.00032,0.035,3.99784
1662,0.00036,0.00032,0.00036,0.035,4.33776
1663,0.00044,0.00044,0.00052,0.035,5.53518
1664,0.0004,0.0004,0.00044,0.035,4.09168
1665,0.00036,0.00032,0.00032,0.035,4.06636
1666,0.00052,0.00064,0.00048,0.035,5.68053
1667,0.00032,0.00032,0.00032,0.035,4.00036
1668,0.00032,0.00032,0.00036,0.035,4.06504
1669,0.00032,0.00032,0.00036,0.035,4.72876
1670,0.00032,0.00028,0.00032,0.035,4.28688
1671,0.00032,0.00028,0.00032,0.035,5.64403
1672,0.00044,0.00044,0.00044,0.035,4.11037
1673,0.00028,0.00028,0.00028,0.035,3.93176
1674,0.0017,0.0013,0.0019,0.035,7.27607
1675,0.00024,0.00024,0.00032,0.035,4.14384
1676,0.00032,0.0004,0.00032,0.035,4.59688
1677,0.00028,0.00024,0.00028,0.035,3.98912
1678,0.00044,0.00044,0.00044,0.035,4.29636
1679,0.00028,0.00028,0.00028,0.035,3.37832
1680,0.00028,0.00024,0.00032,0.035,3.85896
1681,0.00032,0.00032,0.00032,0.035,4.20012
1682,0.00044,0.00044,0.00056,0.035,4.98765
1683,0.00024,0.00024,0.00028,0.035,3.87544
1684,0.00036,0.00036,0.0004,0.035,4.55936
1685,0.0004,0.00044,0.00048,0.035,4.1454
1686,0.00036,0.00032,0.00032,0.035,4.5546
1687,0.00044,0.00044,0.00048,0.035,6.33494
1688,0.00084,0.00064,0.00072,0.035,5.92946
1689,0.00088,0.00072,0.0008,0.035,6.00407
1690,0.00048,0.00044,0.00052,0.035,5.17198
1691,0.00165,0.00155,0.0017,0.035,9.99297
1692,0.00048,0.00052,0.0004,0.035,4.73828
1693,0.00076,0.00076,0.0008,0.035,6.76841
1694,0.00056,0.00048,0.00056,0.035,5.56636
1695,0.00036,0.00036,0.00036,0.035,5.13315
1696,0.00024,0.00028,0.00028,0.035,4.09312
1697,0.00084,0.00072,0.00072,0.035,5.88486
1698,0.00056,0.00044,0.0006,0.035,4.11688
1699,0.00048,0.0004,0.0004,0.035,3.93428
1700,0.00044,0.00044,0.00044,0.035,7.42238
1701,0.00044,0.00032,0.0004,0.035,7.58417
1702,0.00036,0.00028,0.00032,0.035,4.49608
1703,0.00032,0.00032,0.00036,0.035,4.73805
1704,0.00048,0.00048,0.00048,0.035,5.62142
1705,0.00056,0.00032,0.00044,0.035,4.08752
1706,0.00036,0.00036,0.00036,0.035,4.18572
1707,0.00064,0.00064,0.00072,0.035,6.76123
1708,0.00032,0.00028,0.00036,0.035,3.9406
1709,0.00032,0.00032,0.00032,0.035,3.90252
1710,0.00028,0.00032,0.00028,0.035,4.27492
1711,0.00028,0.00032,0.00032,0.035,4.1544
1712,0.0016,0.00155,0.0017,0.035,9.13114
1713,0.00088,0.00076,0.00072,0.035,5.8756
1714,0.0004,0.0004,0.00052,0.035,4.94092
1715,0.00036,0.00036,0.00036,0.035,5.29351
1716,0.00032,0.00024,0.00028,0.035,4.03124
1717,0.0006,0.0006,0.00072,0.035,4.98362
1718,0.00084,0.0008,0.00072,0.035,4.95017
1719,0.00044,0.0004,0.00052,0.035,5.53024
1720,0.00028,0.0002,0.00024,0.035,10.9102
1721,0.00096,0.00076,0.00076,0.035,6.20718
1722,0.00044,0.0004,0.00052,0.035,4.0931
1723,0.0004,0.00028,0.00028,0.035,3.96944
1724,0.0016,0.0013,0.0019,0.035,7.5204
1725,0.00036,0.00032,0.00036,0.035,4.29784
1726,0.00024,0.00024,0.0002,0.035,4.39276
1727,0.00032,0.00032,0.00028,0.035,4.66784
1728,0.00052,0.00052,0.00048,0.035,5.40437
1729,0.00036,0.0004,0.0004,0.035,4.44912
1730,0.0017,0.0015,0.00155,0.035,8.25906
1731,0.00032,0.00032,0.00036,0.035,4.27492
1732,0.0004,0.00036,0.0004,0.035,4.07088
1733,0.00032,0.00032,0.00028,0.035,4.48504
1734,0.00044,0.00032,0.0004,0.035,6.25288
1735,0.00092,0.00064,0.00096,0.035,6.11
1736,0.00048,0.0004,0.00044,0.035,4.13624
1737,0.00088,0.00072,0.00072,0.035,6.08358
1738,0.00032,0.00036,0.00036,0.035,4.01372
1739,0.00024,0.00024,0.00032,0.035,3.64604
1740,0.0002,0.00024,0.00024,0.035,3.6094
1741,0.00048,0.0004,0.0004,0.035,4.24668
1742,0.00032,0.00032,0.00036,0.035,4.12828
1743,0.00036,0.00044,0.00036,0.035,4.70266
1744,0.00036,0.00032,0.0004,0.035,4.16684
1745,0.00036,0.00032,0.0004,0.035,4.05928
1746,0.00044,0.0004,0.0004,0.035,3.84004
1747,0.00032,0.00028,0.00032,0.035,4.20744
1748,0.00056,0.00048,0.0004,0.035,4.31576
1749,0.0004,0.0004,0.00036,0.035,4.10872
1750,0.00036,0.00032,0.00032,0.035,3.99548
1751,0.00084,0.00032,0.00032,0.035,3.91328
1752,0.00044,0.0004,0.00052,0.035,4.53952
1753,0.00032,0.00032,0.00032,0.035,4.18712
1754,0.00032,0.00032,0.00036,0.035,4.11396
1755,0.00048,0.0004,0.0004,0.035,4.52296
1756,0.0004,0.00036,0.00052,0.035,4.15096
1757,0.00068,0.00056,0.00048,0.035,5.46965
1758,0.00036,0.00036,0.00036,0.035,5.44726
1759,0.00032,0.00028,0.00032,0.035,4.56477
1760,0.00096,0.0008,0.0008,0.035,6.22045
1761,0.00048,0.00048,0.00048,0.035,5.50745
1762,0.00032,0.00028,0.00036,0.035,5.10244
1763,0.00032,0.00032,0.00032,0.035,4.213
1764,0.00048,0.0004,0.0004,0.035,4.79442
1765,0.00145,0.00135,0.0019,0.035,7.25932
1766,0.00036,0.00028,0.00036,0.035,4.22764
1767,0.00044,0.00044,0.00052,0.035,5.54197
1768,0.00072,0.0006,0.00064,0.035,4.43861
1769,0.00032,0.00032,0.0004,0.035,4.19352
1770,0.0004,0.0004,0.00044,0.035,3.9254
1771,0.00024,0.00024,0.00024,0.035,4.21008
1772,0.00036,0.00036,0.00044,0.035,5.21486
1773,0.00036,0.00032,0.00036,0.035,4.43952
1774,0.00036,0.00024,0.00028,0.035,3.94392
1775,0.00032,0.00032,0.00032,0.035,4.29228
1776,0.00036,0.00036,0.0004,0.035,4.52404
1777,0.00032,0.00032,0.00036,0.035,4.01812
1778,0.0008,0.00064,0.00076,0.035,5.96754
1779,0.0004,0.00044,0.00032,0.035,6.82685
1780,0.00036,0.00036,0.0004,0.035,5.04816
1781,0.00052,0.00056,0.00052,0.035,5.59228
1782,0.00044,0.00044,0.00044,0.035,5.19308
1783,0.00044,0.0004,0.00048,0.035,6.05496
1784,0.00044,0.0004,0.0004,0.035,6.27744
1785,0.00032,0.00032,0.00036,0.035,4.22052
1786,0.00032,0.00032,0.00032,0.035,4.63561
1787,0.0004,0.00036,0.00036,0.035,4.23984
1788,0.00044,0.00036,0.00044,0.035,4.52112
1789,0.00052,0.00044,0.00044,0.035,4.7312
1790,0.00028,0.00024,0.00024,0.035,4.56213
1791,0.00044,0.0004,0.00048,0.035,4.65564
1792,0.00028,0.00032,0.00044,0.035,4.09528
1793,0.00032,0.00028,0.00032,0.035,3.84552
1794,0.00028,0.00028,0.00036,0.035,4.15336
1795,0.00036,0.00028,0.00032,0.035,3.9534
1796,0.0004,0.00036,0.00032,0.035,4.08012
1797,0.00036,0.00032,0.00036,0.035,4.24208
1798,0.00032,0.00028,0.00032,0.035,4.64084
1799,0.00052,0.00044,0.00068,0.035,5.50437
1800,0.00048,0.0004,0.0004,0.035,5.08537
1801,0.00064,0.00064,0.00064,0.035,5.83108
1802,0.00048,0.00044,0.00044,0.035,4.17432
1803,0.00056,0.00048,0.00064,0.035,5.44309
1804,0.00076,0.00028,0.00032,0.035,4.16652
1805,0.00068,0.0006,0.00072,0.035,4.22351
1806,0.0018,0.0016,0.00165,0.035,9.35225
1807,0.00032,0.00032,0.00032,0.035,4.14824
1808,0.00032,0.00028,0.00032,0.035,4.31132
1809,0.00032,0.00032,0.00028,0.035,4.00868
1810,0.00032,0.00032,0.0004,0.035,4.14584
1811,0.0004,0.00036,0.00044,0.035,4.40584
1812,0.00032,0.00032,0.00036,0.035,4.43512
1813,0.00032,0.00028,0.00036,0.035,4.2676
1814,0.0004,0.00044,0.0004,0.035,4.26628
1815,0.00036,0.00032,0.0004,0.035,4.65136
1816,0.00028,0.00032,0.00032,0.035,4.41044
1817,0.00036,0.00028,0.00032,0.035,4.97904
1818,0.00155,0.0013,0.00155,0.035,7.18892
1819,0.0004,0.00032,0.00036,0.035,4.0336
1820,0.00028,0.00024,0.00032,0.035,4.00412
1821,0.00064,0.00052,0.00048,0.035,5.29657
1822,0.00036,0.00032,0.0004,0.035,4.18108
1823,0.00072,0.00032,0.00036,0.035,3.92644
1824,0.0008,0.00056,0.00044,0.035,5.38977
1825,0.00056,0.00064,0.00056,0.035,5.33186
1826,0.00044,0.0004,0.00044,0.035,4.08624
1827,0.00068,0.00064,0.00064,0.035,6.47911
1828,0.00052,0.0006,0.00052,0.035,5.64633
1829,0.00028,0.00024,0.0002,0.035,4.70044
1830,0.00064,0.00064,0.00076,0.035,6.33059
1831,0.00044,0.00044,0.00052,0.035,5.28289
1832,0.00052,0.00044,0.00068,0.035,5.02998
1833,0.00044,0.00032,0.00036,0.035,4.4059
1834,0.00032,0.00032,0.00036,0.035,4.36156
1835,0.00048,0.00048,0.00044,0.035,5.05122
1836,0.0004,0.0004,0.0004,0.035,4.727
1837,0.0004,0.00032,0.00036,0.035,5.47221
1838,0.00088,0.00064,0.00096,0.035,5.79019
1839,0.0006,0.00056,0.0004,0.035,6.55743
1840,0.00032,0.00028,0.00036,0.035,4.85724
1841,0.00036,0.0004,0.00036,0.035,4.1272
1842,0.00044,0.00044,0.00048,0.035,5.22993
1843,0.00052,0.00048,0.00044,0.035,5.27957
1844,0.00072,0.00072,0.00072,0.035,5.80083
1845,0.00052,0.00044,0.00048,0.035,5.12004
1846,0.00028,0.00028,0.00036,0.035,5.02214
1847,0.00072,0.00064,0.00076,0.035,6.18054
1848,0.00096,0.00084,0.00068,0.035,6.02261
1849,0.00048,0.00048,0.00048,0.035,5.25757
1850,0.00165,0.00155,0.0015,0.035,8.4703
1851,0.00036,0.00036,0.00044,0.035,4.08588
1852,0.00028,0.00028,0.00032,0.035,5.42424
1853,0.0002,0.00024,0.00028,0.035,3.60484
1854,0.00032,0.00028,0.00028,0.035,4.27164
1855,0.00044,0.00044,0.00048,0.035,4.26964
1856,0.00032,0.00032,0.00036,0.035,4.07648
1857,0.00048,0.00052,0.00048,0.035,3.77008
1858,0.0004,0.00036,0.00044,0.035,5.17097
1859,0.00032,0.00032,0.00032,0.035,4.39956
1860,0.00036,0.00032,0.0004,0.035,4.29728
1861,0.00048,0.00048,0.00048,0.035,4.76544
1862,0.00028,0.00028,0.00032,0.035,10.5492
1863,0.00072,0.00072,0.00072,0.035,5.71276
1864,0.00036,0.00028,0.00048,0.035,3.99804
1865,0.00032,0.00032,0.00032,0.035,4.13376
1866,0.00036,0.00028,0.00036,0.035,4.7358
1867,0.00044,0.00044,0.00048,0.035,10.154
1868,0.0021,0.0013,0.00135,0.035,7.71289
1869,0.00076,0.00072,0.00096,0.035,6.29765
1870,0.00175,0.00135,0.0019,0.035,10.2596
1871,0.00044,0.00044,0.00052,0.035,5.22153
1872,0.0017,0.00175,0.00165,0.035,8.38791
1873,0.00032,0.00032,0.00032,0.035,4.559
1874,0.0004,0.0004,0.00048,0.035,3.96036
1875,0.00028,0.00024,0.00028,0.035,4.13328
1876,0.00028,0.00028,0.00032,0.035,4.46781
1877,0.00024,0.00024,0.00028,0.035,3.53804
1878,0.00032,0.00024,0.00028,0.035,3.82944
1879,0.00028,0.00028,0.00028,0.035,3.74952
1880,0.0004,0.00036,0.0004,0.035,4.75293
1881,0.0018,0.0014,0.0018,0.035,6.91274
1882,0.00036,0.00036,0.00036,0.035,4.00812
1883,0.0016,0.0016,0.00155,0.035,6.4823
1884,0.0004,0.0004,0.00052,0.035,4.481
1885,0.0004,0.00036,0.0004,0.035,5.03831
1886,0.00084,0.00032,0.00032,0.035,4.16252
1887,0.00028,0.00028,0.00028,0.035,4.07528
1888,0.00036,0.00032,0.00036,0.035,4.71104
1889,0.00096,0.00064,0.00076,0.035,6.02032
1890,0.00064,0.00048,0.00056,0.035,5.0086
1891,0.00048,0.00044,0.00052,0.035,5.30379
1892,0.00032,0.0004,0.00028,0.035,3.89384
1893,0.00032,0.00036,0.00032,0.035,3.9376
1894,0.0004,0.0004,0.00044,0.035,5.34263
1895,0.00044,0.00048,0.00044,0.035,5.5966
1896,0.0015,0.00135,0.0019,0.035,7.06975
1897,0.00032,0.00036,0.00036,0.035,4.84329
1898,0.00048,0.00044,0.00044,0.035,5.15701
1899,0.00032,0.00036,0.00032,0.035,4.40108
1900,0.00036,0.00032,0.00036,0.035,4.10984
1901,0.00032,0.00032,0.00028,0.035,4.00792
1902,0.00036,0.00032,0.00032,0.035,4.3942
1903,0.00028,0.00028,0.00032,0.035,3.93848
1904,0.00028,0.00024,0.00028,0.035,3.67084
1905,0.00028,0.00028,0.00028,0.035,4.20964
1906,0.00036,0.00036,0.00032,0.035,4.14024
1907,0.00028,0.00032,0.00028,0.035,3.74632
1908,0.00032,0.00028,0.00032,0.035,3.9238
1909,0.00036,0.00032,0.00036,0.035,3.97888
1910,0.00044,0.00044,0.00044,0.035,4.09592
1911,0.00036,0.00028,0.00032,0.035,3.7984
1912,0.00088,0.00072,0.00068,0.035,5.94496
1913,0.0014,0.0013,0.0014,0.035,15.2488
1914,0.00044,0.00044,0.00052,0.035,5.23996
1915,0.00052,0.00048,0.00048,0.035,5.0988
1916,0.00052,0.00052,0.0006,0.035,4.91178
1917,0.00072,0.00052,0.00052,0.035,7.51948
1918,0.0006,0.0006,0.0006,0.035,7.38022
1919,0.00036,0.00036,0.00032,0.035,4.79642
1920,0.00044,0.00048,0.00052,0.035,4.61969
1921,0.00036,0.00032,0.00028,0.035,4.03248
1922,0.00052,0.00044,0.00052,0.035,5.24667
1923,0.00072,0.00072,0.00072,0.035,5.94935
1924,0.00028,0.00024,0.00028,0.035,4.17572
1925,0.00048,0.00044,0.00048,0.035,4.8272
1926,0.0013,0.0013,0.00135,0.035,6.72623
1927,0.00123,0.00115,0.00135,0.035,5.8232
1928,0.00044,0.00028,0.00032,0.035,4.28148
1929,0.0004,0.0004,0.00048,0.035,5.08268
1930,0.00032,0.00032,0.00028,0.035,3.8512
1931,0.00028,0.00024,0.00028,0.035,5.31325
1932,0.0008,0.00064,0.00072,0.035,6.17769
1933,0.00135,0.0012,0.0012,0.035,7.0137
1934,0.00072,0.00064,0.00072,0.035,5.98442
1935,0.00032,0.00032,0.00036,0.035,5.94116
1936,0.00044,0.00044,0.00048,0.035,5.38226
1937,0.00044,0.00048,0.00044,0.035,5.21564
1938,0.00064,0.00064,0.00072,0.035,5.50153
1939,0.0002,0.0002,0.00024,0.035,4.19508
1940,0.00032,0.00024,0.00032,0.035,5.0201
1941,0.00052,0.00064,0.00048,0.035,5.18204
1942,0.00044,0.00044,0.00048,0.035,5.08121
1943,0.00076,0.0006,0.00064,0.035,10.6626
1944,0.001,0.00076,0.00064,0.035,6.5093
1945,0.00032,0.00032,0.00032,0.035,4.69958
1946,0.00052,0.0004,0.00056,0.035,4.48732
1947,0.00048,0.00048,0.00052,0.035,5.58762
1948,0.0011,0.0012,0.00115,0.035,11.292
1949,0.00044,0.00044,0.00052,0.035,5.129
1950,0.0017,0.0015,0.00155,0.035,8.65126
1951,0.0017,0.0013,0.00195,0.035,7.11423
1952,0.0006,0.00044,0.00068,0.035,5.15021
1953,0.00056,0.00048,0.00056,0.035,5.22137
1954,0.00052,0.00052,0.00064,0.035,4.95125
1955,0.00115,0.0013,0.0013,0.035,5.60931
1956,0.00044,0.00044,0.00068,0.035,5.38718
1957,0.00048,0.00048,0.00052,0.035,5.86691
1958,0.0012,0.0011,0.00115,0.035,6.00432
1959,0.00044,0.0004,0.00044,0.035,4.94356
1960,0.0004,0.00036,0.0004,0.035,5.19228
1961,0.00068,0.0006,0.00076,0.035,5.63752
1962,0.00044,0.00044,0.00048,0.035,5.42626
1963,0.00044,0.00044,0.00044,0.035,5.05485
1964,0.00028,0.00028,0.00032,0.035,4.96348
1965,0.00048,0.00044,0.00052,0.035,5.23126
1966,0.00028,0.00028,0.00028,0.035,7.45012
1967,0.0014,0.00135,0.00135,0.035,6.77503
1968,0.00145,0.0013,0.00195,0.035,6.69327
1969,0.00044,0.00044,0.00044,0.035,5.17521
1970,0.0004,0.0004,0.00044,0.035,11.7027
1971,0.00048,0.00044,0.00052,0.035,5.24521
1972,0.00032,0.00032,0.00032,0.035,4.24124
1973,0.00024,0.00024,0.00028,0.035,3.43208
1974,0.00044,0.00036,0.0004,0.035,3.73928
1975,0.00032,0.00028,0.00032,0.035,3.77424
1976,0.0004,0.00036,0.00036,0.035,4.18136
1977,0.00028,0.00032,0.00036,0.035,4.29924
1978,0.00028,0.00032,0.00036,0.035,4.85911
1979,0.0004,0.00028,0.00036,0.035,3.77764
1980,0.00032,0.00032,0.00028,0.035,3.8186
1981,0.0004,0.00036,0.00036,0.035,4.30184
1982,0.00048,0.00044,0.00044,0.035,4.58297
1983,0.00032,0.00028,0.00032,0.035,4.63336
1984,0.00044,0.00044,0.00052,0.035,5.50444
